"In which 1964 western did Dustin Hoffman play a character 121 years old?","Little Big Bear","Little Big Buffalo","Little Big Horn","Little Big Man",4
"Which sex symbol starred in the 1943 western The Outlaw?","Marlene Dietrich","Marilyn Monroe","Jane Russell","Mae West",3
"Who directed the violent 1969 western The Wild Bunch?","John Ford","Howard Hawks","John Huston","Sam Peckinpah",4
"Who wrote the score for the 1973 western  Pat Garrett and Billy the Kid?","Bob Dylan","Kris Kristofferson","Bruce Springsteen","John Williams",1
"Who played the title role in the 1953 western Shane?","Glenn Ford","Alan Ladd","Audie Murphy","John Wayne",2
"Who played the widow from whom John Wayne's character rents a room in his last film, The Shootist, made in 1975?","Lauren Bacall","Katy Jurado","Vera Miles","Barbara Stanwyck",1
"The 2003 western Open Range, starring Kevin Costner and Robert Duvall, was set in which US state?","Arizona","Colorado","Montana","Wyoming",3
"Who wrote the score for the 1960 western The Magnificent Seven?","John Barry","Elmer Bernstein","Leonard Bernstein","Jerome Moross",2
"Which singing cowboy was married to Dale Evans?","Rex Allen","Gene Autry","Tex Ritter","Roy Rogers",4
"Marlene Dietrich starred opposite James Stewart in the 1939 western Destry Rides Again, playing the character Frenchy. What was Frenchy's job?","Fur trapper","Rancher","Newspaper proprietor","Saloon singer",4
"In the 1941 film  Western Union, what exactly is Western Union?","A bank","A cattle company","A railroad","A telegraph company",4
"In the 1956 western The Searchers, John Wayne's character is looking for his niece, played by Natalie Wood, who's been abducted by Indians of what tribe?","Apache","Comanche","Navajo","Sioux",2
"Which character was played by Kirk Douglas in the 1957 western Gunfight at the OK Corral?","Morgan Earp","Virgil Earp","Wyatt Earp","Doc Holliday",4
"Who played English Bob in the 1992 Clint Eastwood western Unforgiven?","Michael Gambon","Richard Harris","John Hurt","Alan Rickman",2
"Who plays the title role in the 1971 western The Hired Hand?","Bruce Dern","Peter Fonda","Kris Kristofferson","Jack Nicholson",2
"What is the name of the town featured in the 1973 Clint Eastwood western High Plains Drifter?","Dago","Fargo","Lago","Prego",3
"What is the name of Dom DeLuise's character in the 1974 comedy western Blazing Saddles?","Buddy Bizarre","Peculiar Pete","Slim Strange","Weird Wilbur",1
"Who plays the kidnapped wife in the 1966 western The Professionals?","Brigitte Bardot","Claudia Cardinale","Gina Lollobrigida","Sophia Loren",2
"What event is at the centre of the 1940 western The Ox-Bow Incident, starring Henry Fonda?","A buffalo stampede","An Indian massacre","A lynching","A train robbery",3
"Which US president does Kevin Kline play in the 1999 western Wild Wild West?","James Garfield","U S Grant","Andrew Johnson","Abraham Lincoln",2
"In the 1992 Clint Eastwood western Unforgiven, who plays Eastwood's partner, Ned Logan?","Morgan Freeman","Danny Glover","Samuel L Jackson","Will Smith",1
"What is the name of the amusement park in the 1973 western Westworld?","Delos","Helos","Melos","Pelos",1
"What is the name of the ranch owned by Jean Simmons's character in the 1958 western The Big Country?","Big Dusty","Big Easy","Big Muddy","Big Snowy",3
"What is the name of Bob Dylan's character in the 1973 western Pat Garrett and Billy the Kid?","Abilene","Alias","Alibi","Amigo",2
"Who played Indiana Jones in the 1981 film &quot;Raiders Of The Lost Ark&quot;?","Arnold Schwarzenegger","Harrison Ford","Rutger Hauer","Steve McQueen",2
"Who played Private Ryan in the 1998 film &quot;Saving Private Ryan&quot;?","Adam Goldberg","Barry Pepper","Edward Burns","Matt Damon",4
"In the 2005 film &quot;Sin City&quot;, what is the name of the city in which it is set?","Basin City","Bowl City","Dish City","Plate City",1
"In which war is the 1986 film &quot;Platoon&quot; set?","Falklands War","Korean War","Vietnam War","World War II",3
"How many Oscars did the 2000 Ridley Scott film &quot;Gladiator&quot; win?","3","4","5","6",3
"What background is shown when the credits roll in the 1959 film &quot;Ben-Hur&quot;?","Colosseum","Sistine Chapel Ceiling","Spanish Steps","Trevi Fountain",2
"Who played Angel Eyes in the 1966 film &quot;The Good, The Bad And The Ugly&quot;?","Clint Eastwood","Donald Sutherland","Eli Wallach","Lee Van Cleef",4
"Who directed the 1988 film &quot;Die Hard&quot;, starring Bruce Willis?","Francis Ford Coppola","James Cameron","John McTiernan","Rob Reiner",3
"Who acted in &quot;The Great Escape&quot; after having had 2 UK Top Ten pop hits?","Jess Conrad","John Leyton","Mark Wynter","Tommy Bruce",2
"Who directed and starred in the 1995 film &quot;Braveheart&quot;?","Mel Gibson","Sean Connery","Ted Danson","Tom Hanks",1
"In the 1970 film &quot;The Railway Children&quot;, who played Phyllis Waterbury?","Jenny Agutter","Paula Wilcox","Sally Thomsett","Susan George",3
"Who directed the 1995 film &quot;Toy Story&quot;?","Clint Eastwood","John Lassiter","Ridley Scott","Steven Spielberg",2
"Which famous male comic acted in the 1996 film &quot;Muppet Treasure Island&quot;?","Billy Connolly","Eddie Izzard","Jack Dee","Jackie Mason",1
"Who played Willy in the 1971 film &quot;Willy Wonka &amp; the Chocolate Factory&quot;?","Gene Autry","Gene Hackman","Gene Simmons","Gene Wilder",4
"In &quot;Harry Potter and the Sorcerer's Stone&quot;, who played Rubeus Hagrid?","John Hurt","Richard Griffiths","Richard Harris","Robbie Coltrane",4
"Which type of animal was &quot;Babe&quot; in the film of the same name?","Cow","Dog","Donkey","Pig",4
"In the &quot;Herbie&quot; films, what type of car was Herbie?","Lada","Nissan","Skoda","Volkswagen",4
"In the 2000 film &quot;The Flinstones&quot;, which part was played by John Goodman?","Barney Rubble","Cliff Vandercave","Fred Flinstone","Joe Rockhead",3
"In the 1967 film &quot;The Jungle Book&quot;, what animal was Bagheera?","Bear","Mongoose","Panther","Tiger",3
"In the Disney film &quot;Little Mermaid&quot;, what was the mermaid called?","Ariel","Jade","Marina","Nautilia",1
"How many Oscars were won by the 1965 film &quot;The Sound Of Music&quot;?","3","4","5","6",3
"Which of &quot;The Goons&quot; appeared in the 1968 musical film &quot;Oliver&quot;?","Harry Secombe","Michael Bentine","Peter Sellers","Spike Milligan",1
"When did &quot;The Rocky Horror Picture Show&quot; film go on general release?","1975","1976","1977","1978",1
"What were the two rival gangs called in the 1961 film &quot;West Side Story&quot;?","Gators and Lions","Grizzlies and Panthers","Jags and Tigers","Jets and Sharks",4
"What was the name of the High School in the 1978 film &quot;Grease&quot;?","Fairhurst High","Hawthorne High","Plumstead High","Rydell High",4
"In the 1939 film &quot;The Wizard Of Oz&quot;, who played the part of Dorothy?","Jane Russell","Judy Garland","Lana Turner","Shirley Temple",2
"Who played the male lead in the 1973 film &quot;Cabaret&quot;?","Henry Winkler","James Cahn","John Travolta","Michael York",4
"Who had a big hit with the eminent song from the 1994 film &quot;The Lion King&quot;?","Celine Dion","David Bowie","Elton John","Whitney Houston",3
"Which character did Dick Van Dyke play in &quot;Chitty Chitty Bang Bang&quot;?","Baron Bomburst","Caractacus Potts","Lord Scrumptious","The Toymaker",2
"Who starred alongside Dan Aykroyd in the 1984 film &quot;The Blues Brothers&quot;?","Bill Murray","John Belushi","Leslie Nielsen","Steve Martin",2
"The 1992 film Howards End is based on the novel by which writer?","E M Forster","John Fowles","D H Lawrence","Evelyn Waugh",1
"Thompson plays Karen in the 2003 romantic comedy Love Actually. Who plays her husband, Harry?","Colin Firth","Hugh Grant","Liam Neeson","Alan Rickman",4
"In the 1993 film The Remains of the Day, Thompson plays a housekeeper at which family house?","Darlington Hall","Guisborough Hall","Malton Hall","Richmond Hall",1
"Thompson plays Lady Marchmain in the 2008 film Brideshead Revisited. Who plays Lord Marchmain?","Michael Gambon","Ian McKellen","Patrick Stewart","Michael York",1
"Thompson plays Catherine of Valois in the 1989 film Henry V. Who plays the title role, that of her husband?","Brian Blessed","Kenneth Branagh","Ian Holm","Derek Jacobi",2
"Thompson plays the title role in the 2005 film children's film Nanny McPhee. Who plays the cook, Mrs Blatherwick?","Dawn French","Celia Imrie","Imelda Staunton","Alison Steadman",3
"Who plays Thompson's husband, the US presidential candidate, in the 1998 film Primary Colors?","Kevin Costner","Tom Hanks","Harvey Keitel","John Travolta",4
"What is the surname of Thompson's character in the 1995 film Sense and Sensibility?","Bennet","Dashwood","Elliot","Woodhouse",2
"What is the first name of the title character played by Thompson in the 1995 film Carrington?","Dora","Nora","Sara","Tara",1
"The 1993 film Much Ado About Nothing, in which Thompson plays Beatrice, is set on which island?","Corsica","Malta","Sardinia","Sicily",4
"The 2008 film The Curious Case of Benjamin Button is based on the short story by which author?","Isaac Asimov","Roald Dahl","Daphne du Maurier","F Scott Fitzgerald",4
"Who played the title role in Scrooge, the 1951 film version of Dickens' A Christmas Carol?","Alec Guinness","John Laurie","Robert Newton","Alastair Sim",4
"In Steven Spielberg's 2005 adaptation of H G Wells' The War of the Worlds, the action is switched from Woking in Surrey to which US state?","New Hampshire","New Jersey","New Mexico","New York",2
"Which character does Kermit play in the 1996 film Muppet Treasure Island, based on the Robert Louis Stevenson novel?","Billy Bones","Ben Gunn","Captain Smollett","Squire Trelawney",3
"Who played the title role in the 1948 film version of Tolstoy's Anna Karenina?","Olivia de Havilland","Katharine Hepburn","Vivien Leigh","Ann Sheridan",3
"The 1985 film The Color Purple is based on the Pulitzer Prize-winning novel by which author?","Toni Morrison","Philip Roth","John Updike","Alice Walker",4
"What nationality is Thomas Keneally, whose novel Schindler's Ark became the 1993 film Schindler's List?","American","Australian","Irish","South African",2
"Which 1954 war film was based on Guy Gibson's book Enemy Coast Ahead?","The Cockleshell Heroes","The Cruel Sea","The Dam Busters","The Sea Shall Not Have Them",3
"The 1963 film This Sporting Life, based on the David Storey novel, had its Rugby League scenes filmed on the ground of which club?","Castleford","Hunslet","Leeds","Wakefield Trinity",4
"The 1984 film Children of the Corn is based on a short story from which Stephen King collection?","Blood and Smoke","Different Seasons","Night Shift","Skeleton Crew",3
"Which was the first Ealing Comedy to be shot in Technicolor?","Kind Hearts and Coronets","The Ladykillers","The Lavender Hill Mob","The Titfield Thunderbolt",4
"What is the name of Stanley Holloway's character in Passport to Pimlico?","Arthur Parkinson","Arthur Pemberton","Arthur Pilkington","Arthur Pocklington",2
"Who or what is the title character in The Maggie?","A bus conductress","A pub landlady","A steamboat","A theatre",3
"What is the nickname of the ex-boxer played by Danny Green in The Ladykillers?","Knuckles","One-Round","Punchy","Slugger",2
"Who plays the local squire in The Titfield Thunderbolt?","John Gregson","Stanley Holloway","George Relph","Naunton Wayne",1
"What is the name of the policeman in Whisky Galore!?","Sergeant Major","Sergeant Odd","Sergeant Pepper","Sergeant Strange",2
"What type of suit features in the title of the 1951 film starring Alec Guinness?","Black","Grey Flannel","Pinstripe","White",4
"In Kind Hearts and Coronets, Alec Guinness plays how many members of the D'Ascoyne family?","Five","Six","Seven","Eight",4
"Who plays the petty criminal Lackery Wood in The Lavender Hill Mob?","Richard Attenborough","Sid James","Sam Kydd","Herbert Lom",2
"Who is the male star of the 1954 film The Love Lottery?","John Gregson","Kenneth More","David Niven","Donald Sinden",3
"The 1950 film Panic in the Streets is set in which US city?","Chicago","Los Angeles","New Orleans","New York",3
"What is the profession of Jane Fonda's character in the 1979 film The China Syndrome?","College professor","Lab assistant","Lawyer","News reporter",4
"Who plays the airport manager in the 1970 film Airport?","George Kennedy","Burt Lancaster","Dean Martin","Lloyd Nolan",2
"Who plays the son of Dennis Quaid's character in the 2004 film The Day After Tomorrow?","Macauley Culkin","Jake Gyllenhaal","Heath Ledger","Chris Owen",2
"In the 1972 film The Poseidon Adventure, the doomed liner is on its final voyage from New York to where?","Athens","Cape Town","Hong Kong","Singapore",1
"What type of natural disaster features in the 1996 film Twister?","Avalanche","Earthquake","Flood","Tornado",4
"What type of transport features in the 1976 film The Cassandra Crossing?","Balloon","Ship","Train","Truck",3
"Who stars in the 2006 film Snakes on a Plane?","Jamie Foxx","Samuel L Jackson","Eddie Murphy","Will Smith",2
"The 1993 film Alive features a crash in the Andes involving a rugby team from which country?","Argentina","Chile","Peru","Uruguay",4
"What is the nickname of the co-driver played by John Beck in the 1976 film The Big Bus?","Fingers","Knuckles","Legs","Shoulders",4
"Who plays Tyrone Power's German wife in the 1957 film Witness for the Prosecution?","Marlene Dietrich","Grace Kelly","Carole Lombard","Vera-Ellen",1
"The 1962 film To Kill a Mockingbird, starring Gregory Peck, is set during which decade?","1930s","1940s","1950s","1960s",1
"In the 1992 film A Few Good Men, who speaks the famous line 'You can't handle the truth'?","Kevin Bacon","Tom Cruise","Jack Nicholson","Kiefer Sutherland",3
"The title of the 1957 film Paths of Glory is taken from a line of poetry by which poet?","Thomas Gray","Wilfred Owen","Robert Southey","William Wordsworth",1
"Who plays Lieutenant Commander Challee, the prosecutor, in the 1954 film The Caine Mutiny?","Wendell Corey","Sterling Hayden","E G Marshall","Eli Wallach",3
"The 1962 film The Trial, directed by Orson Welles and starring Anthony Perkins, is based on the novel by which author?","Joseph Conrad","Gunter Grass","Franz Kafka","Thomas Mann",3
"What is the title of the 1966 film in which Paul Scofield plays Sir Thomas More?","Man and Superman","A Man for All Seasons","Man of the Moment","Man of La Mancha",2
"In the 1959 film Anatomy of a Murder, George C Scott plays the city prosecutor. Who plays the defence lawyer?","Gary Cooper","Henry Fonda","Glenn Ford","James Stewart",4
"Who is the murder victim in the 1996 Richard Gere film Primal Fear?","An archbishop","An army general","A judge","A senator",1
"Which US president does Anthony Hopkins play in the 1997 film Amistad?","John Quincy Adams","Andrew Jackson","James Madison","James Monroe",1
"Who played the title role in the 1931 film A Connecticut Yankee?","Charlie Chaplin","Buster Keaton","Mickey Rooney","Will Rogers",4
"Who plays Grendel's mother in the 2007 film Beowulf?","Penelope Cruz","Cameron Diaz","Angelina Jolie","Uma Thurman",3
"Which fairy tale provided the title of the 1952 Abbot and Costello film?","Beauty and the Beast","Cinderella","Jack and the Beanstalk","Little Red Riding Hood",3
"The 1961 film The Mysterious Island, starring Michael Craig and Joan Greenwood, is set during which war?","English Civil War","American Civil War","Russian Civil War","Spanish Civil War",2
"The 2007 film The Golden Compass is based on which Philip Pullman novel?","The Amber Spyglass","The Book of Dust","Northern Lights","The Subtle Knife",3
"Who directed the 1990 film Edward Scissorhands?","Tim Burton","Chris Columbus","Paul Verhoeven","Jerry Zucker",1
"Who played the title role in the 1924 film The Thief of Bagdad?","Lon Chaney","Douglas Fairbanks Sr","Harold Lloyd","Ramon Novarro",2
"In the 1969 film The Valley of Gwangi, who or what is Gwangi?","A dinosaur","A dragon","A genie","A goblin",1
"In the 1981 film Clash of the Titans, Ursula Andress plays which Greek goddess?","Aphrodite","Athena","Hera","Selene",1
"John Cleese plays which legendary figure in the 1981 film Time Bandits?","King Arthur","Robin Hood","Spring Heeled Jack","Tom Thumb",2
"What is the name of the 2001 film in which Vinnie Jones captains a team of prisoners in a football match against the guards?","Inside","Mean Machine","Offside","Penalty",2
"Who plays the title role in the 1980 film Brubaker?","Steve McQueen","Paul Newman","Jack Nicholson","Robert Redford",4
"In the 1979 film version of Porridge, which real-life prison was used for the location filming?","Chelmsford","Durham","Leicester","Wakefield",1
"Who directed the 1954 film Riot in Cell Block 11?","John Ford","John Frankenheimer","Sam Peckinpah","Don Siegel",4
"Who plays the British Army 'glasshouse' Regimental Sergeant Major in the 1965 film The Hill?","Harry Andrews","Ian Bannen","Ian Hendry","Michael Redgrave",1
"In the 1994 film The Shawshank Redemption, the penitentiary is situated in which US state?","Maine","Maryland","Mississippi","Montana",1
"What is the real name of Burt Lancaster's character in the 1962 film Birdman of Alcatraz?","Robert Stark","Robert Steel","Robert Stone","Robert Stroud",4
"The 1999 film The Green Mile is set during which decade?","1930s","1940s","1950s","1960s",1
"In the 1990 film Death Warrant, what is the name of the maniac who ends up in prison with undercover Canadian Mountie Jean-Claude Van Damme?","Candyman","Handyman","Iceman","Sandman",4
"The title of the 1978 film Midnight Express is prison slang for what?","Escape attempt","Food parcel","Prison visit","Solitary confinement",1
"The 2008 film The Curious Case of Benjamin Button is based on the short story by which author?","Isaac Asimov","Roald Dahl","Daphne du Maurier","F Scott Fitzgerald",4
"Who played the title role in Scrooge, the 1951 film version of Dickens' A Christmas Carol?","Alec Guinness","John Laurie","Robert Newton","Alastair Sim",4
"In Steven Spielberg's 2005 adaptation of H G Wells' The War of the Worlds, the action is switched from Woking in Surrey to which US state?","New Hampshire","New Jersey","New Mexico","New York",2
"Which character does Kermit play in the 1996 film Muppet Treasure Island, based on the Robert Louis Stevenson novel?","Billy Bones","Ben Gunn","Captain Smollett","Squire Trelawney",3
"Who played the title role in the 1948 film version of Tolstoy's Anna Karenina?","Olivia de Havilland","Katharine Hepburn","Vivien Leigh","Ann Sheridan",3
"The 1985 film The Color Purple is based on the Pulitzer Prize-winning novel by which author?","Toni Morrison","Philip Roth","John Updike","Alice Walker",4
"What nationality is Thomas Keneally, whose novel Schindler's Ark became the 1993 film Schindler's List?","American","Australian","Irish","South African",2
"Which 1954 war film was based on Guy Gibson's book Enemy Coast Ahead?","The Cockleshell Heroes","The Cruel Sea","The Dam Busters","The Sea Shall Not Have Them",3
"The 1963 film This Sporting Life, based on the David Storey novel, had its Rugby League scenes filmed on the ground of which club?","Castleford","Hunslet","Leeds","Wakefield Trinity",4
"The 1984 film Children of the Corn is based on a short story from which Stephen King collection?","Blood and Smoke","Different Seasons","Night Shift","Skeleton Crew",3
"Where did the Little League baseball team the Bad News Bears go to in the title of the 3rd film in the series, released in 1978?","England","Florida","Hawaii","Japan",4
"What is the title of the 2002 Canadian film about curling?","Men With Brooms","Men With Ice","Men With Stones","Men With Women",1
"In the 1972 film Junior Bonner Steve McQueen plays a rodeo star. Who plays his younger brother?","Joe Don Baker","Bruce Dern","Tommy Lee Jones","Kris Kristofferson",1
"Which sport is featured in the 2005 Heath Ledger film Lords of Dogtown?","Cycling","Motocross","Rollerblading","Skateboarding",4
"Who plays the US team coach in the 1969 skiing film Downhill Racer?","Robert Duvall","Gene Hackman","Larry Hagman","Martin Landau",2
"What is the name of Mickey Rourke's character in the 2008 film The Wrestler?","Rocky Rawlinson","Ruby Richardson","Ricky Robertson","Randy Robertson",4
"Which former Wimbledon champion was tennis adviser on the 2004 film Wimbledon?","Pat Cash","Jimmy Connors","John McEnroe","Pete Sampras",1
"Who plays the ageing England cricketer in the 1953 film The Final Test?","Stanley Holloway","Trevor Howard","James Robertson Justice","Jack Warner",4
"In the 1939 film The Arsenal Stadium Mystery, Arsenal play a friendly match against which fictional side?","The Corinthians","The Macedonians","The Spartans","The Trojans",4
"In the 1980 film Raging Bull, Robert De Nero plays the boxer Jake La Motta. Who plays his brother Joey?","James Caan","Nick Nolte","Al Pacino","Joe Pesci",4
